0x04bcb72b74c4f6ed1c406051f6d12e107d1a9ed578656123f46c227a35800b4c,0.049
0x048daae66604c3443419a27dde758ade1f702386ed720d2084c4d08cecefad51,0.049
0x043ec97b2307d69ae5818e9cfc746e408a354b26bbf67bdcd1bdfd78504d41a6,0.049
0x04f1a5324037ec83694f2ef3c64dce3a645b4dd3a16c9e7110d2af911e3c26c5,0.049
0x03c3d383c4e78e6554a0a363b043617cff6d063c56bfbf590c8973d9e47950d1,0.049
0x06c5eca298d24a604194a5e88e31bf24c3b96247944da52d8e0e158e833578d6,0.049
0x01dc978fa72bd8203c15a09ce4afc64e6a5b9b3b36d536a67a36d412b0f3de87,0.049
0x075056821111e82d10abc409449958b05043a04a706a4e84f5d9f9b37e46e9a7,0.049
0x00999458e4037369a84a48f0a33359cb4f1d9aef7f136632440512d173201a4d,0.049
0x0752d8740eb587d498c6249acf238fe9b31bfd8d9f6671240660c54aaf60693b,0.049
